"day","created_at","user","text","Argument1","Topic.1","Position.1","Argument2","Topic.2","Position.2","Argument3","Topic.3","Position.3","Strategy","X","party","community"
"21/09/2014","21/09/2014 20:38","a5c9b662","@1e4ce4e6 en er schijnen meer experimenten in de geschiedenis te zijn geweest","EVIDENCED","Evidenced","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:38","6d13e082","@29ef961e @f8e1a311 @a943b666 precies.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:38","65f4b37d","@017aa953 @e885a633 ja je mist dat iedereen er gelukkig en gezonder van wordt dus dat de zgn te dure zorgkosten kelderen.","AFFORDABLE","Health costs","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:38","0809bf8d","@59c54e91 Ja, een hoop mooie verwachtingen...maar kom maar op met die proef, zou ik zeggen, misschien iets voor John de Mols utopia?","EXPERIMENT","Experimental","Pro","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:38","a61d5835","@f47e077d Nee. Het verbaasd me dan ook dat je niets leest/hoort over evt. veranderingen. Alsof we wachten op de grote klap.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:39","506d4f67","@3fd8c7f0 Ligt aan het accent denk ik. Doe maar. @90997aba","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:39","5f62f8e2","@3fd8c7f0 DM graag @506d4f67","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:39","6c86cc13","“@287220f1: Door het basisinkomen worden mensen ondernemender, gelukkiger en gezonder. #Tegenlicht” zo mee eens, al jaren! Sinds PPR","ENTREPRENEURS","Entrepreneurship","Pro","WELLBEING","Happiness","Pro","","","","","","gl",1
"21/09/2014","21/09/2014 20:39","0bef3ccf","@49d2a13f @4c18a558 Oh, wow, dat is inderdaad een interssant gegeven!","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:39","85107265","@3052cdfe @cf4854a8 @a169cff0 @4c18a558 @3c7a770b juist niet, basisinkomen koppelen aan IB en belastingvrije voet.","VLAKTAKS","vlaktaks","Con","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:39","4dcbb250","@f1421165 Doe ik en een fijne dag en straks avond daar ;-)","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:39","3052cdfe","@cf4854a8 Jaja maar dit is volgens mij wel haalbaar en makkelijker politiek te verkopen. @a169cff0 @4c18a558 @3c7a770b","","","","","","","","","","Shift","",NA,2
"21/09/2014","21/09/2014 20:39","96d6f54a","@13f9f7a9 @5145deda Ik heb 't over AOW, die bijstand va 18 jr bestaat al lang niet meer zoals ik al schreef 't is werken of leer/werktraject","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:39","1e4ce4e6","@a5c9b662 Ik vind het jammer maar het is niet te vergelijken dus je zult nieuw experiment nodig hebben om er iets over te zeggen","EVIDENCED","Evidenced","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:39","36123741","@98992c5c en als je werkt is het eerste gedeelte de basisinkomen. Ik zie dat dus als een sigaar uit eigen doos.","","Supplement","","","","","","","","","","sp",2
"21/09/2014","21/09/2014 20:39","d1dff00c","@6333be7c ik zal via uitzending gemist eens kijken.  Heb jij al gereageerd op de poll https://docs.google.com/forms/d/1IxheGRZrSewV3i_VEsARMycyxRqgbbQkBtzT00AMV9Q/viewform?edit_requested=true …","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:39","a943b666","@6d13e082 @29ef961e @f8e1a311 dat vind ik op zich een prima element, maar daar is niet alles mee gezegd.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:39","4c18a558","@9bb5b482 @91325746 van de week bij een tweetal bijeenkomsten van hun geweest :)","","","","","","","","","","Support","",NA,1
"21/09/2014","21/09/2014 20:39","59c54e91","@0809bf8d Hij heeft in ieder geval het geld dat nodig is voor het experiment.","","","","","","","","","","","",NA,4
"21/09/2014","21/09/2014 20:39","02e0e3fc","@66590fcf Ohhhhh snap veel hoor ;) leer veel van je op TV","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:40","7325427a","@4c39e206 en ondertussen die steen de vijver in om buzz te maken","POPULAR","Public attention","Pro","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:40","1e4ce4e6","@a5c9b662 Ja, ergens in Amerika maar ik heb het niet kunnen vinden.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:40","a943b666","@6d13e082 @29ef961e @f8e1a311 bovendien: we hebben nu ook de bijstand. En voor basisinkomen hoef je helemaal niets te doen.","","Unconditional","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:40","b74e024e","@96d6f54a @5145deda maar waarom moeten we solidair zijn? Waar staat dat geschreven? Van wie moet dat?","NEED","Need","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:40","1b527c7d","@36808350 @8c1e2762 @babea394 @79c46625 is idd ook weggegooit geld","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:40","578196cf","@3fa47455 ik ben geen econoom, maar als je de huidige bijstand vervangt door een basisinkomen ... dan zie ik nog niet 123 een reden ervoor","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:40","e29a2b9d","@9cb796c7 nee. Als iemand nu 2000 euro netto verdient, krijgt ie straks € 760 BI + € 1240 'loon'.  Alleen over de € 1240 wordt IB geheven","","Tax credit","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:40","f2aaf3f0","Canoy heeft blijkbaar eerste jaars college ectrie overgeslagen #basisinkomen","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:40","578196cf","@3fa47455 Waarom denk jij dat er inflatie zou moeten zijn?","INFLATION","Inflation","Con","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:40","a943b666","@29ef961e @6d13e082 @f8e1a311 als je werkelijk peper in je reet systeem wilt, dan maak je bijstand tijdelijk.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:41","0bc966f6","@568012a9 @79c46625 Maar ook afzetten tegen (gebrek aan) rechtvaardigheid in samenleving nu met grote en toenemende #ongelijkheid","INEQUALITY","Inequality","Pro","FAIR","","Pro","","","","","",NA,1
"21/09/2014","21/09/2014 20:41","4c18a558","@49d2a13f @9bb5b482 Het is niet hun basisdoel, maar het wordt idd wel benoemd. Tenminste in de bijeenkomsten waar ik was","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:41","3052cdfe","@85107265 Zat te hopen dat we de belastingdienst op konden heffen,das pas een grote droom,@cf4854a8 @a169cff0 @4c18a558 @3c7a770b","DEREGULATION","Deregulation","Pro","","","","","","","Shift","",NA,2
"21/09/2014","21/09/2014 20:41","cf4854a8","@a943b666 @29ef961e @6d13e082 @f8e1a311  Je gaat er gewoon vanuit dat er voor die 1,2 miljoen werkelozen allemaal baantjes zijn?","STRUCTURAL UNEMPLOYMENT","Structural unemployment","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:41","5068519a","Aan @aaf489ab @79c46625 en alle #tegenlicht papagaaien: belachelijk slechte aflevering, waarin selectief feitjes werden voorgeschoteld","EVIDENCED","Evidenced","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:41","24879d84","@7361553a nog 1https://twitter.com/Observeerder/status/513779074373021696 …","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:41","ec525680","@eaa915cd @97cd58eb robotisering On the rise en volledige werkgelegenheid komt er niet. Dus zoektocht naar volgend economisch model.","AUTOMATION","Robotisation","Pro","STRUCTURAL UNEMPLOYMENT","","Pro","","","","","","gl",3
"21/09/2014","21/09/2014 20:41","f2aaf3f0","Ofwel: het verschil tussen Canoy's filosofie en flauwekul is flinterdun #basisinkomen","UNREALISTIC","Unrealistic","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:41","e70544c6","@28ab6e76 @fd3d0600 @8e1cee6e @b2d1509d doen, leuk! Vraag meteen ook @d7d86fd8 dan :)","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:41","85107265","@3052cdfe @cf4854a8 @a169cff0 @4c18a558 @3c7a770b je weet dat dat onmogelijk is.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:42","f8e1a311","@a943b666 @29ef961e @6d13e082 van een kale kip kun je niet plukken. Opeten woning & evt pensioen vind ik in dat opzicht afdoende","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:42","37a005e5","@1bb7e352 basisinkomen voor iedereen (test) met meer sociale tijd voor zorg","EXPERIMENT","Experimental","Pro","PARTICIPATION","Participation","Pro","","","","","",NA,3
"21/09/2014","21/09/2014 20:42","1b41cdbb","@f5d9bed7 afschaffen toeslagen en verlagen belasting is slim, maar een basisinkomen is afhankelijkheid van politici en dus een teleurstelling.","BUREAUCRACY","Bureaucracy","Pro","RESPONSIBILITY","DEPENDENCE","Pro","","","","","",NA,2
"21/09/2014","21/09/2014 20:42","017aa953","@e885a633 Ongetwijfeld. Maar zonder dat je het financiële plaatje rond hebt, krijg je bij de staat weinig voor elkaar de komende 20 jaar.","POLITICAL SUPPORT","Politically feasible","Con","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:42","49d2a13f","@4c18a558 @9bb5b482 #OBI kàn niet toekomstbestendig zijn als rente gewoon wèl bestaat. In no time is het niet meer kostendekkend dan #Groei","","Interest rates","Pro","","","","","","","Shift","",NA,1
"21/09/2014","21/09/2014 20:42","578196cf","@3fa47455 en bij anderen geef je basisinkomen en hef je net zoveel belasting ...  ;-)","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:42","96d6f54a","@13f9f7a9 @5145deda Omwille van de wederkerigheid ! Nu betaal jij (binnenkort) mijn AOW en de generatie's na jou die van jouw ;)","RESPONSIBILITY","Reciprocity","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:42","84eb53a8","@4c18a558 maar goed voor mensen die graag veel geld hebben veranderd er niks. Die kunnen doorgaan met graaien","FREERIDING","Idleness","Con","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:42","3052cdfe","@85107265 Een soort basisinkomendroom dus;) @cf4854a8 @a169cff0 @4c18a558 @3c7a770b","UNREALISTIC","Unrealistic","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:42","36ad18b7","@79c46625 elk experiment heeft verwachtingen. Gevoel voor schaal, verhoudingen, risico's, effect..Bierviltjes & sigarenkistjes genoeg toch?","EVIDENCED","Evidenced","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:43","a169cff0","@3052cdfe Ja er zijn er meer die niet in feiten geloven! #weird @4c18a558 @3c7a770b","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:43","f47e077d","@a61d5835 We proberen de klap af te wenden door oordopjes in te doen. De optelsom is te simpel om hem te maken, lijkt het wel.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:43","3fa47455","@578196cf Iedereen laten we zeggen €1000 erbij, zorgt er voor dat de prijzen navenant stijgen.","INFLATION","Inflation","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:43","0bc966f6","@7f93e374 ging ik van uit. Ondanks dat ik kritisch op jouw partij ben... (En de politiek in Den Haag in het algemeen for that matter)","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:43","578196cf","@3fa47455 Het grote voordeel is dat je geen controleurs meer nodig hebt en mensen stimuleert en ruimte geeft om er wat bij te doen.","DEREGULATION","Deregulation","Pro","ACTIVATION","workincentive","Pro","","","","","",NA,1
"21/09/2014","21/09/2014 20:43","aaf489ab","@5068519a @79c46625 ok fair enough. heb jij andere feiten die ik niet ken?","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:43","017aa953","@a043cd78 @9b6bddb1 Ok, thanks!","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:43","ee7c23ff","@1c65b087 t was niet vernieuwend er is geen gratis geld @c5f777b1 http://www.vrouwenpartij.nl/portfolio-view/invoeren-basisinkomen3-0/ … @2f8586cf.twitter.com/DYSdfEx3fQ","REVOLUTIONARY","Revolutionary","Con","FREE MONEY","","Con","","","","","",NA,2
"21/09/2014","21/09/2014 20:43","45d429bb","RT @017aa953: Wij stellen (nogmaals) voor dat alle voorstanders van het basisinkomen elkaar (cont) http://tl.gd/nge0hk ","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:43","85107265","@3052cdfe @cf4854a8 @a169cff0 @4c18a558 @3c7a770b ghe, ik snap nu waarom het met Limburg niks wordt, het zijn net Drenten.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:44","45d429bb","RT @79c46625: Bijsluiter voor Tegenlicht: basisinkomen 'doorrekenen' is flauwekul. We kunnen nu al (cont) http://tl.gd/nge0ho ","AFFORDABLE","Affordable","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:44","3fa47455","@578196cf En, waar komt het geld vandaan? Overheid, en waar halen zij het vandaan? Belastingen = prijsstijging.","INFLATION","Inflation","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:44","b74e024e","@96d6f54a @5145deda ja maar dat wil ik helemaal niet dat iemand anders mijn pensioen gaat betalen","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:44","0bef3ccf","@49d2a13f @4c18a558 basisinkomen invoeren, rente afschaffen, IB tot modaal afschaffen, we krijgen het nog druk met het stichten van Utopia","UNREALISTIC","Unrealistic","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:44","578196cf","@3fa47455 Ja dan, maar zo gaat 't niet. Je krijgt gewoon een 650,- p mnd, (verg bijstand) en geeft er niet zomaar 1000 bij...","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:44","017aa953","@65f4b37d @2e1be666 Dat is nog al een aanname...","AFFORDABLE","Health costs","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:44","3fa47455","@578196cf Dus wat is het doel? Vestzak broekzak","DEREGULATION","Deregulation","Con","","vestzakbroekzak","Pro","","","","","",NA,2
"21/09/2014","21/09/2014 20:44","0bef3ccf","@49d2a13f @4c18a558 ik vergeet schrappen groeidoelstelling","PARTICIPATION","Economic value","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:44","3052cdfe","@a169cff0 Feiten zijn meestal pas feiten als ze in het straatje van de feitenaandrager passen. @4c18a558 @3c7a770b","","","","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:44","578196cf","@3fa47455 Nu betalen we de bijstand ook uit belastingen.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:44","57747ee8","@2881e3f6 @c5f777b1 #Basisinkomen.Zou goed zijn voor de mensen in de Bijstand.kan je extra werken of opleiding volgen.Geen launchbank","ACTIVATION","workincentive","Pro","FREERIDING","Freeriding","Con","","","","","",NA,1
"21/09/2014","21/09/2014 20:45","1b41cdbb","@0ae51461 het probleem is waardering: bestuurders en bankiers verdienen veel, zorg moet gratis en een studie kost geld #tegenlicht","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:45","9c5f5406","@796b7a29 Verzorgt worden impliceert dat de een zorgt en de ander ontvangt. Dat gaat dan niet meer op.","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:45","3fa47455","@578196cf Dan stijgen de prijzen dus met 659. 1000 was fictief getal, daar gaat t niet om.","INFLATION","Inflation","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:45","3052cdfe","@85107265 Nu ga je te ver! @cf4854a8 @a169cff0 @4c18a558 @3c7a770b","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:45","578196cf","@3fa47455 Het lijkt vestzak - broekzak, maar het doel of de gedachte is dat mensen er wat bij kunnen gaan klussen...","","vestzakbroekzak","Con","BUREAUCRACY","Bureaucracy","Pro","","","","","",NA,1
"21/09/2014","21/09/2014 20:45","09ec3d75","@3052cdfe Yep. Expiriment #basisinkomen was dan ook in besloten Canadees stadje. Zal in Nederland leiden tot kapitaalvlucht.","EVIDENCED","Evidenced","Con","FREERIDING","Emigration","Pro","","","","","",NA,2
"21/09/2014","21/09/2014 20:45","3fa47455","@578196cf Klopt, maar niet elke Nederlander ontvangt bijstand. Daarom kunnen we betalen.","AFFORDABLE","Affordable","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:45","7f93e374","@0bc966f6 Het lijkt me ook buitengewoon ongezond als je nooit kritisch op een partij of op de politiek zou zijn :-)","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:45","7e8386a2","De voordelen van een basisinkomen voor iedereen zijn veelbelovend, zoals de enorm verminderde bureaucratie die het met zich meebrengt.","DEREGULATION","Deregulation","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:45","578196cf","@3fa47455 Nee hoezo denk je dat?","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:46","017aa953","Maar goed, tijd voor een experiment basisinkomen, zonder overheid (die gaat nog lang op zich laten wachten). #1","EXPERIMENT","Experimental","Pro","POLITICAL SUPPORT","Politically feasible","Con","","","","Rally","",NA,2
"21/09/2014","21/09/2014 20:46","3fa47455","@578196cf Onzin. Puur rondpompen geeld met groot risico op inflatie.","DEREGULATION","Deregulation","Con","INFLATION","Inflation","Pro","","","","","",NA,2
"21/09/2014","21/09/2014 20:46","49d2a13f","@9bb5b482 @4c18a558 haha :) Ik ben vóór een #OBI maar dan wel graag zo dat als je er nú je huur mee kan betalen, dan over 10 jaar ook nog:)","SECURITY","Security","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:46","d4e121df","@ec525680 @0ae51461 Kan onze volksvertegenwoordiging hier wellicht iets in betekenen? #basisinkomen #experiment","EXPERIMENT","Experimental","Pro","","","","","","","Rally","",NA,3
"21/09/2014","21/09/2014 20:46","96d6f54a","@13f9f7a9 @5145deda OK, ik heb ook liever m'n premie terug. Heb je ouders of grootouders die nu van Drees trekken ? Onderhoud je die toch !","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:46","5f62f8e2","@506d4f67 spuit 11 heeft em door hoor. Wat een dialect zeg. @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:46","578196cf","@3fa47455 klopt maar bij mensen die geld verdienen wordt belasting geheven en daar zit vaak voldoende is voor dat basisinkomen.","REDISTRIBUTIVE","","Con","","","","","","","","",NA,1
